600694-600120,0.746284,1.449859,0.020987,:,1.596824,0.048545,3.730359,-0.005960
600251-600123,0.871424,0.557126,0.027788,:,1.725267,0.054782,3.604406,-0.002307
600251-600141,0.712297,0.956036,0.024306,:,1.722166,0.058186,3.825475,-0.002702
600362-600251,0.836437,0.409615,0.028279,:,1.675750,0.101258,2.988102,-0.002021
600251-000962,0.777432,0.955035,0.027781,:,1.649580,0.036400,3.864277,-0.002171
000826-000012,0.823229,1.753472,0.027498,:,1.674167,0.054475,4.146602,-0.004249
600008-000826,0.830952,-0.977306,0.027355,:,1.649186,0.051991,4.003198,-0.003588
600219-000826,0.777193,-1.104123,0.029562,:,1.692190,0.057458,4.425608,-0.003566
600874-000826,0.740856,-0.475122,0.027996,:,1.663102,0.042112,2.929616,-0.003048
000671-000540,0.835451,0.785208,0.023914,:,1.565183,0.041288,4.851374,-0.006592
600741-000625,0.930840,0.055985,0.027175,:,1.636624,0.064115,3.165996,-0.005580
600219-002378,0.824276,-0.748765,0.021540,:,1.572862,0.129148,3.068900,-0.005326
601139-600008,0.882285,0.382857,0.027154,:,1.656094,0.054777,3.621447,-0.003729
601139-600219,0.985729,0.491520,0.022630,:,1.531556,0.042319,4.278095,-0.005130
600123-000630,0.737720,0.779117,0.028364,:,1.533887,0.044373,3.514066,-0.001733
600188-600123,0.920891,-0.016888,0.021933,:,1.890541,0.045018,4.639545,-0.003474
600123-000983,0.780696,0.924205,0.020179,:,1.657787,0.054075,2.913355,-0.003073
600123-000878,0.848349,0.661480,0.028470,:,1.531562,0.033328,3.938753,-0.002563
600547-600086,0.900288,0.325967,0.024659,:,1.600479,0.057704,3.715949,-0.002834
600086-002237,0.753346,0.967681,0.029304,:,1.692048,0.062086,3.800185,-0.002550
000962-000792,0.882591,-0.185073,0.027408,:,1.637019,0.036599,3.422702,-0.003204
600900-600000,0.758998,0.121945,0.018271,:,1.653035,0.077659,4.134224,-0.004672
601169-600000,0.837628,0.135152,0.014707,:,1.551603,0.060177,3.039984,-0.005367
600000-000060,0.818097,0.759107,0.024909,:,1.679316,0.041690,3.248564,-0.003156
600036-600000,0.830963,0.461304,0.019074,:,1.514847,0.045724,4.247120,-0.004019
600649-002155,0.944974,0.208130,0.029988,:,1.913182,0.015779,4.847846,-0.009044
601628-601318,1.103648,-1.349572,0.023299,:,1.483568,0.042749,2.981710,-0.002620
601318-600585,0.898193,1.145493,0.025249,:,1.713750,0.045250,3.708657,-0.002945
000630-000540,1.061087,0.387169,0.025373,:,1.482921,0.068007,4.370719,-0.004626
600549-000540,0.823018,1.770595,0.024347,:,1.760518,0.037773,4.522461,-0.004683
000758-000540,0.776860,1.048844,0.028762,:,1.623584,0.054213,6.177726,-0.004060
600547-000540,0.766614,1.570907,0.028804,:,1.589227,0.040186,3.339571,-0.002393
000878-000540,0.916222,0.487456,0.021331,:,1.578439,0.071471,4.484592,-0.006462
000937-000630,0.849516,0.120038,0.022353,:,1.592144,0.061014,3.040683,-0.003617
600362-000937,1.034738,0.507413,0.024220,:,1.682096,0.054091,2.830236,-0.002992
601168-000937,1.165546,-0.729695,0.028049,:,1.454082,0.058400,3.157259,-0.003677
000983-000937,1.086507,-0.264059,0.014035,:,1.694901,0.044748,3.892358,-0.010043
000937-000858,1.037862,-0.794447,0.018995,:,1.677047,0.052368,4.129409,-0.005348
000937-000060,0.721932,0.774547,0.024279,:,1.501656,0.074959,3.216234,-0.003286
000937-000878,0.955092,0.032730,0.027339,:,1.738304,0.035775,3.063398,-0.003254
600141-000630,0.847780,0.523089,0.026436,:,1.572647,0.047463,2.439370,-0.002398
600188-000630,0.720106,0.603670,0.029691,:,1.534508,0.053211,3.947461,-0.002143
600362-000630,1.181545,-0.087997,0.018331,:,1.665069,0.140709,3.351969,-0.004072
601168-000630,1.223178,-1.144101,0.026656,:,1.839642,0.029724,3.668878,-0.003108
000983-000630,0.972876,-0.252268,0.020512,:,1.715708,0.092053,3.297540,-0.003987
000858-000630,0.778458,0.976431,0.024939,:,1.714590,0.033052,2.612674,-0.002591
000630-000060,0.794072,0.875946,0.018076,:,1.682515,0.087947,3.109127,-0.004114
000878-000630,0.827101,0.239750,0.018354,:,1.706855,0.040084,4.292895,-0.005185
000655-000630,1.000010,-0.329065,0.028061,:,1.840550,0.132348,3.370348,-0.002595
000895-000630,0.827957,1.845899,0.026876,:,1.800771,0.039398,5.374632,-0.004286
000960-000630,0.760817,0.661641,0.024954,:,1.489533,0.050524,4.521551,-0.002879
601377-002673,1.082357,-0.504577,0.027661,:,1.641106,0.045528,3.854916,-0.002940
601377-000661,0.754500,-1.232829,0.029873,:,1.550722,0.065438,3.296857,-0.003034
002673-000728,0.797575,0.752412,0.028997,:,1.455673,0.034477,2.903597,-0.002547
600674-000027,0.956257,0.804368,0.012055,:,1.649005,0.057009,4.776374,-0.016722
600535-000028,0.707392,1.127645,0.028764,:,1.607164,0.048011,3.516162,-0.004155
000963-000028,0.757465,0.962013,0.027818,:,1.609879,0.074667,3.400637,-0.005521
600015-000783,0.925596,-0.037736,0.028417,:,1.794751,0.048577,3.059547,-0.003642
600048-600016,0.919733,0.222831,0.016268,:,1.696437,0.038139,3.716576,-0.007987
600547-600016,0.800953,1.267929,0.027732,:,1.899370,0.048963,3.671885,-0.001633
600016-000878,0.797369,0.415120,0.028652,:,1.549646,0.073789,2.831510,-0.002809
601006-600015,0.890432,0.168099,0.018770,:,1.578103,0.059094,4.086878,-0.006781
600104-600015,0.729590,1.181959,0.029122,:,1.567420,0.083160,2.758912,-0.002350
600266-000786,0.706188,0.335305,0.024766,:,1.537526,0.058236,4.424819,-0.003463
600549-000758,0.989265,0.834716,0.018177,:,1.644520,0.062348,6.339455,-0.005932
600549-600547,1.031620,0.210135,0.021213,:,1.570894,0.093915,3.737560,-0.003785
600549-600111,0.854089,0.532556,0.024779,:,1.587650,0.084912,2.996006,-0.002332
600549-000878,0.789607,1.572552,0.027976,:,1.834535,0.074684,4.007859,-0.002888
601388-002340,1.043967,-0.143439,0.024082,:,1.662143,0.035034,4.404729,-0.006676
601388-002011,0.991942,0.128576,0.022180,:,1.507999,0.101052,5.398295,-0.007113
000960-000538,1.044465,-2.380501,0.029890,:,1.673708,0.050924,5.083368,-0.004461
000776-000728,0.874258,0.527730,0.015583,:,1.663485,0.070674,4.008507,-0.006931
601336-000338,0.700800,1.050968,0.023306,:,1.779842,0.047077,4.058512,-0.002651
600900-000338,0.782360,-0.460763,0.023310,:,1.650321,0.027840,2.914372,-0.003064
600219-000338,0.713653,-0.464394,0.022914,:,1.807000,0.055995,3.396642,-0.003757
601088-000338,1.289723,-1.042432,0.027237,:,1.563434,0.045568,3.366116,-0.003089
601857-000338,1.246743,-1.658065,0.029877,:,1.644396,0.039275,2.882710,-0.003096
300039-000650,0.812313,1.257877,0.028962,:,1.643524,0.054784,5.360189,-0.003355
601628-601601,0.867171,0.170987,0.025429,:,1.547826,0.079012,2.428608,-0.002115
600362-600141,0.736617,0.852571,0.023784,:,1.769287,0.045619,3.414602,-0.002620
600141-000983,0.703237,1.089720,0.025153,:,1.585620,0.058628,3.086989,-0.002510
600141-000060,0.751931,1.117075,0.022193,:,1.532546,0.073489,2.884581,-0.003799
600141-000655,0.778756,0.944268,0.018550,:,1.594168,0.049288,3.230564,-0.004684
600141-000962,1.018716,0.168432,0.026211,:,1.617121,0.069535,3.610507,-0.003119
601857-600383,1.034868,0.195260,0.027135,:,1.872743,0.038475,3.748484,-0.003515
601088-600900,0.793251,1.319230,0.013684,:,1.644793,0.048945,3.171367,-0.005373
600900-000895,0.901723,-1.567194,0.029938,:,1.570501,0.030833,4.921187,-0.003186
600362-600188,0.967097,0.482205,0.029455,:,1.717181,0.060821,3.822504,-0.002317
600188-000983,0.772394,0.723976,0.022001,:,1.623181,0.032788,3.267036,-0.003385
600266-600120,0.919414,-0.023753,0.021309,:,1.542516,0.107013,3.632602,-0.006477
600498-600410,0.859892,1.125239,0.029984,:,1.632870,0.064209,3.907376,-0.003447
600498-002313,0.928361,0.207070,0.029038,:,1.620373,0.071635,3.935992,-0.002938
600366-600362,0.857959,0.356861,0.016640,:,1.510258,0.039001,5.105892,-0.005427
601168-600362,1.004132,-0.968319,0.014639,:,1.780878,0.115777,3.390450,-0.007553
601169-600362,1.105112,-0.940904,0.023083,:,1.799536,0.057152,4.029170,-0.003061
601088-600362,0.953136,0.210169,0.027900,:,1.788833,0.036321,3.219274,-0.001656
600362-000983,0.922476,0.820496,0.019689,:,1.691125,0.088808,3.557951,-0.003831
600362-000060,0.984502,0.859407,0.008261,:,1.593864,0.054725,6.538055,-0.022707
600362-000895,0.738596,-0.095439,0.026237,:,1.781519,0.027817,4.306875,-0.003663
600362-000962,0.945527,0.520942,0.026976,:,1.648738,0.042605,3.530266,-0.002275
002340-002011,0.881029,0.412514,0.022018,:,1.657258,0.048651,3.637412,-0.005492
600547-600048,0.838081,1.146741,0.025736,:,1.750623,0.046046,4.353031,-0.002315
600048-000878,0.782784,0.495556,0.028934,:,1.538622,0.146597,2.836872,-0.003107
600031-000528,0.790692,0.471645,0.020921,:,1.572166,0.041111,6.125215,-0.004706
000528-000425,0.736931,0.372095,0.019247,:,1.498066,0.102904,3.054169,-0.003796
601006-600104,0.902456,-0.420459,0.025868,:,1.657085,0.060761,3.370442,-0.004074
600366-000962,0.930316,0.526502,0.025710,:,1.545384,0.059844,3.119280,-0.003090
600547-000758,0.874505,0.816581,0.025727,:,1.562676,0.070602,3.928320,-0.003034
600111-000758,1.010785,0.723869,0.023423,:,1.665423,0.046507,4.596600,-0.003270
000878-000758,1.070833,-0.477554,0.026265,:,1.526209,0.071292,6.450389,-0.004768
000960-000758,0.949845,0.090118,0.028638,:,1.668115,0.058330,4.122137,-0.003270
601169-601168,1.008455,0.287416,0.018294,:,1.382706,0.050234,4.335111,-0.005557
601168-000983,1.095554,-0.493453,0.018487,:,1.653420,0.067775,3.762103,-0.006646
601168-000060,1.036442,-0.195961,0.013917,:,1.715303,0.070209,4.575136,-0.012130
601168-000895,0.958958,-1.893277,0.022052,:,1.660982,0.056988,4.752363,-0.006865
601169-000983,1.122446,-0.246560,0.028725,:,1.537871,0.048612,3.559589,-0.002761
601169-000060,1.079022,0.025799,0.023998,:,1.555351,0.035442,4.362450,-0.004034
601169-000895,1.057300,-1.966146,0.028097,:,1.664449,0.041800,5.913364,-0.004506
601857-601088,0.766159,-0.087888,0.014010,:,1.773166,0.057315,2.849270,-0.004712
002415-002236,0.713669,0.529822,0.029792,:,1.641493,0.071899,3.031748,-0.002980
600594-600535,0.758750,0.600110,0.026189,:,1.587777,0.052949,3.165759,-0.005040
000983-000858,1.154388,-1.202866,0.025626,:,1.607205,0.049720,2.986870,-0.003651
000983-000060,0.813132,0.523085,0.019206,:,1.671877,0.040816,4.192763,-0.004702
000983-000655,0.716217,0.593922,0.022503,:,1.574732,0.056435,3.248365,-0.003730
000983-000895,0.765586,-0.859060,0.024610,:,1.587434,0.057689,4.369731,-0.004693
000983-000962,0.746676,0.323324,0.029975,:,1.569057,0.076276,2.636343,-0.001908
000878-000858,0.849462,-0.195222,0.024103,:,1.632979,0.053126,2.803479,-0.003566
600036-000060,0.779404,0.903607,0.026652,:,1.520796,0.080889,3.027010,-0.002520
000655-000060,0.886744,0.371521,0.020034,:,1.754089,0.035131,3.619892,-0.005807
601628-600585,1.014177,-0.149222,0.024796,:,1.590487,0.113290,3.292737,-0.003789
600502-600116,0.758940,0.356744,0.022878,:,1.546559,0.049994,3.894763,-0.005032
600111-000878,0.792619,1.508760,0.029198,:,1.422282,0.065889,4.093734,-0.002817
600111-000960,0.860073,1.132627,0.027085,:,1.678774,0.028032,5.509932,-0.003168
600031-000425,0.736113,0.447113,0.018985,:,1.380650,0.026586,6.061743,-0.004727
000960-000878,0.830507,0.638324,0.025717,:,1.450333,0.062113,4.125598,-0.003182
